time,current,voltage
24-05-12 10:54.13,0.339,3.293
24-05-12 10:54.28,0.33,3.291
24-05-12 10:54.43,0.336,3.291
24-05-12 10:54.58,0.331,3.287
24-05-12 10:55.13,0.352,3.288
24-05-12 10:55.28,0.347,3.288
24-05-12 10:55.43,0.352,3.288
24-05-12 10:55.58,0.35,3.287
24-05-12 10:56.13,0.355,3.285
24-05-12 10:56.28,0.365,3.284
24-05-12 10:56.43,0.345,3.284
24-05-12 10:56.58,0.374,3.284
24-05-12 10:57.13,0.363,3.284
24-05-12 10:57.28,0.375,3.283
24-05-12 10:57.43,0.363,3.283
24-05-12 10:57.58,0.365,3.283
24-05-12 10:58.13,0.376,3.283
24-05-12 10:58.28,0.36,3.284
24-05-12 10:58.43,0.364,3.287
24-05-12 10:58.58,0.349,3.287
24-05-12 10:59.13,0.371,3.285
24-05-12 10:59.28,0.35,3.284
24-05-12 10:59.43,0.377,3.284
24-05-12 10:59.58,0.366,3.284
24-05-12 11:00.13,0.364,3.284
24-05-12 11:00.28,0.355,3.284
24-05-12 11:00.43,0.355,3.284
24-05-12 11:00.58,0.359,3.283
24-05-12 11:01.13,0.367,3.283
24-05-12 11:01.28,0.359,3.284
24-05-12 11:01.43,0.36,3.286
24-05-12 11:01.58,0.353,3.289
24-05-12 11:02.13,0.355,3.287
24-05-12 11:02.28,0.363,3.284
24-05-12 11:02.43,0.369,3.283
24-05-12 11:02.58,0.373,3.283
24-05-12 11:03.13,0.346,3.282
24-05-12 11:03.28,0.364,3.282
24-05-12 11:03.43,0.362,3.281
24-05-12 11:03.58,0.356,3.281
24-05-12 11:04.13,0.37,3.281
24-05-12 11:04.28,0.367,3.281
24-05-12 11:04.43,0.377,3.281
24-05-12 11:04.58,0.374,3.281
24-05-12 11:05.13,0.368,3.28
24-05-12 11:05.28,0.358,3.28
24-05-12 11:05.43,0.376,3.28
24-05-12 11:05.58,0.379,3.279
24-05-12 11:06.13,0.373,3.279
24-05-12 11:06.28,0.371,3.279
24-05-12 11:06.43,0.38,3.279
24-05-12 11:06.58,0.361,3.279
24-05-12 11:07.13,0.372,3.279
24-05-12 11:07.28,0.361,3.279
24-05-12 11:07.43,0.365,3.279
24-05-12 11:07.58,0.372,3.279
24-05-12 11:08.12,0.37,3.28
24-05-12 11:08.27,0.363,3.283
24-05-12 11:08.42,0.36,3.283
24-05-12 11:08.57,0.371,3.281
24-05-12 11:09.12,0.353,3.28
24-05-12 11:09.27,0.366,3.28
24-05-12 11:09.42,0.367,3.28
24-05-12 11:09.57,0.37,3.28
24-05-12 11:10.12,0.355,3.281
24-05-12 11:10.27,0.371,3.281
24-05-12 11:10.42,0.353,3.282
24-05-12 11:10.57,0.357,3.287
24-05-12 11:11.12,0.337,3.287
24-05-12 11:11.27,0.363,3.284
24-05-12 11:11.42,0.344,3.282
24-05-12 11:11.57,0.348,3.284
24-05-12 11:12.12,0.344,3.288
24-05-12 11:12.27,0.336,3.288
24-05-12 11:12.42,0.35,3.284
24-05-12 11:12.57,0.337,3.284
24-05-12 11:13.12,0.349,3.281
24-05-12 11:13.27,0.359,3.28
24-05-12 11:13.42,0.351,3.28
24-05-12 11:13.57,0.346,3.279
24-05-12 11:14.12,0.357,3.279
24-05-12 11:14.27,0.37,3.279
24-05-12 11:14.42,0.362,3.279
24-05-12 11:14.57,0.355,3.279
24-05-12 11:15.12,0.356,3.279
24-05-12 11:15.27,0.368,3.278
24-05-12 11:15.42,0.369,3.278
24-05-12 11:15.57,0.367,3.278
24-05-12 11:16.12,0.379,3.278
24-05-12 11:16.27,0.366,3.277
24-05-12 11:16.42,0.372,3.277
24-05-12 11:16.57,0.371,3.276
24-05-12 11:17.12,0.37,3.276
24-05-12 11:17.27,0.352,3.276
24-05-12 11:17.42,0.381,3.275
24-05-12 11:17.57,0.367,3.275
24-05-12 11:18.12,0.367,3.275
24-05-12 11:18.27,0.368,3.275
24-05-12 11:18.42,0.383,3.274
24-05-12 11:18.57,0.375,3.273
24-05-12 11:19.12,0.371,3.273
24-05-12 11:19.27,0.364,3.273
24-05-12 11:19.42,0.367,3.274
24-05-12 11:19.57,0.37,3.273
24-05-12 11:20.12,0.367,3.272
24-05-12 11:20.27,0.373,3.272
24-05-12 11:20.42,0.362,3.272
24-05-12 11:20.57,0.356,3.271
24-05-12 11:21.12,0.364,3.272
24-05-12 11:21.27,0.371,3.271
24-05-12 11:21.42,0.364,3.27
24-05-12 11:21.57,0.361,3.269
24-05-12 11:22.12,0.358,3.269
24-05-12 11:22.27,0.372,3.269
24-05-12 11:22.42,0.371,3.268
24-05-12 11:22.57,0.385,3.268
24-05-12 11:23.12,0.372,3.267
24-05-12 11:23.27,0.39,3.266
24-05-12 11:23.42,0.372,3.266
24-05-12 11:23.57,0.383,3.266
24-05-12 11:24.12,0.362,3.265
24-05-12 11:24.27,0.363,3.265
24-05-12 11:24.42,0.373,3.264
24-05-12 11:24.57,0.39,3.264
24-05-12 11:25.12,0.384,3.264
24-05-12 11:25.27,0.372,3.263
24-05-12 11:25.42,0.364,3.263
24-05-12 11:25.57,0.368,3.263
24-05-12 11:26.12,0.39,3.262
24-05-12 11:26.27,0.367,3.262
24-05-12 11:26.42,0.377,3.261
24-05-12 11:26.57,0.376,3.26
24-05-12 11:27.12,0.378,3.26
24-05-12 11:27.27,0.373,3.259
24-05-12 11:27.42,0.382,3.258
24-05-12 11:27.57,0.379,3.258
24-05-12 11:28.12,0.377,3.258
24-05-12 11:28.27,0.389,3.257
24-05-12 11:28.42,0.377,3.257
24-05-12 11:28.57,0.377,3.256
24-05-12 11:29.12,0.387,3.256
24-05-12 11:29.27,0.376,3.256
24-05-12 11:29.42,0.378,3.255
24-05-12 11:29.57,0.394,3.255
24-05-12 11:30.12,0.383,3.254
24-05-12 11:30.27,0.379,3.254
24-05-12 11:30.42,0.384,3.254
24-05-12 11:30.57,0.381,3.253
24-05-12 11:31.12,0.4,3.253
24-05-12 11:31.26,0.373,3.252
24-05-12 11:31.41,0.39,3.252
24-05-12 11:31.56,0.377,3.251
24-05-12 11:32.11,0.387,3.251
24-05-12 11:32.26,0.38,3.25
24-05-12 11:32.41,0.378,3.25
24-05-12 11:32.56,0.384,3.25
24-05-12 11:33.11,0.386,3.249
24-05-12 11:33.26,0.379,3.249
24-05-12 11:33.41,0.37,3.249
24-05-12 11:33.56,0.386,3.248
24-05-12 11:34.11,0.39,3.247
24-05-12 11:34.26,0.392,3.246
24-05-12 11:34.41,0.393,3.246
24-05-12 11:34.56,0.394,3.246
24-05-12 11:35.11,0.388,3.245
24-05-12 11:35.26,0.368,3.245
24-05-12 11:35.41,0.37,3.244
24-05-12 11:35.56,0.394,3.244
24-05-12 11:36.11,0.391,3.244
24-05-12 11:36.26,0.379,3.243
24-05-12 11:36.41,0.371,3.243
24-05-12 11:36.56,0.371,3.243
24-05-12 11:37.11,0.373,3.243
24-05-12 11:37.26,0.367,3.242
24-05-12 11:37.41,0.382,3.243
24-05-12 11:37.56,0.394,3.243
24-05-12 11:38.11,0.366,3.243
24-05-12 11:38.26,0.367,3.242
24-05-12 11:38.41,0.387,3.241
24-05-12 11:38.56,0.381,3.241
24-05-12 11:39.11,0.379,3.24
24-05-12 11:39.26,0.365,3.24
24-05-12 11:39.41,0.376,3.24
24-05-12 11:39.56,0.382,3.24
24-05-12 11:40.11,0.376,3.239
24-05-12 11:40.26,0.378,3.24
24-05-12 11:40.41,0.37,3.24
24-05-12 11:40.56,0.393,3.239
24-05-12 11:41.11,0.377,3.239
24-05-12 11:41.26,0.369,3.24
24-05-12 11:41.41,0.373,3.24
24-05-12 11:41.56,0.368,3.24
24-05-12 11:42.11,0.354,3.241
24-05-12 11:42.26,0.364,3.242
24-05-12 11:42.41,0.357,3.244
24-05-12 11:42.56,0.34,3.249
24-05-12 11:43.11,0.346,3.254
24-05-12 11:43.26,0.363,3.255
24-05-12 11:43.41,0.345,3.257
24-05-12 11:43.56,0.331,3.257
24-05-12 11:44.11,0.342,3.258
24-05-12 11:44.26,0.333,3.259
24-05-12 11:44.41,0.327,3.26
24-05-12 11:44.56,0.332,3.261
24-05-12 11:45.11,0.327,3.262
24-05-12 11:45.26,0.318,3.263
24-05-12 11:45.41,0.337,3.264
24-05-12 11:45.56,0.337,3.265
24-05-12 11:46.11,0.33,3.266
24-05-12 11:46.26,0.334,3.266
24-05-12 11:46.41,0.33,3.267
24-05-12 11:46.56,0.322,3.268
24-05-12 11:47.11,0.331,3.268
24-05-12 11:47.26,0.321,3.269
24-05-12 11:47.41,0.317,3.27
24-05-12 11:47.56,0.341,3.27
24-05-12 11:48.11,0.316,3.271
24-05-12 11:48.26,0.317,3.272
24-05-12 11:48.41,0.321,3.273
24-05-12 11:48.56,0.315,3.273
24-05-12 11:49.11,0.324,3.274
24-05-12 11:49.26,0.328,3.274
24-05-12 11:49.41,0.326,3.275
24-05-12 11:49.56,0.301,3.276
24-05-12 11:50.11,0.328,3.271
24-05-12 11:50.26,0.329,3.268
24-05-12 11:50.41,0.335,3.268
24-05-12 11:50.56,0.34,3.267
24-05-12 11:51.11,0.33,3.272
24-05-12 11:51.26,0.327,3.277
24-05-12 11:51.41,0.317,3.278
24-05-12 11:51.56,0.33,3.279
24-05-12 11:52.11,0.307,3.28
24-05-12 11:52.26,0.33,3.281
24-05-12 11:52.41,0.311,3.281
24-05-12 11:52.56,0.302,3.282
24-05-12 11:53.11,0.309,3.283
24-05-12 11:53.25,0.306,3.283
24-05-12 11:53.40,0.297,3.284
24-05-12 11:53.55,0.328,3.284
24-05-12 11:54.10,0.3,3.285
24-05-12 11:54.25,0.316,3.284
24-05-12 11:54.40,0.334,3.282
24-05-12 11:54.55,0.33,3.282
24-05-12 11:55.10,0.31,3.287
24-05-12 11:55.25,0.303,3.287
24-05-12 11:55.40,0.324,3.288
24-05-12 11:55.55,0.317,3.288
24-05-12 11:56.10,0.321,3.289
24-05-12 11:56.25,0.316,3.29
24-05-12 11:56.40,0.307,3.291
24-05-12 11:56.55,0.323,3.292
24-05-12 11:57.10,0.322,3.292
24-05-12 11:57.25,0.311,3.293
24-05-12 11:57.40,0.316,3.293
24-05-12 11:57.55,0.305,3.294
24-05-12 11:58.10,0.297,3.294
24-05-12 11:58.25,0.313,3.295
24-05-12 11:58.40,0.324,3.296
24-05-12 11:58.55,0.321,3.297
24-05-12 11:59.10,0.307,3.298
24-05-12 11:59.25,0.295,3.299
24-05-12 11:59.40,0.293,3.3
24-05-12 11:59.55,0.311,3.301
24-05-12 12:00.10,0.296,3.301
24-05-12 12:00.25,0.304,3.302
24-05-12 12:00.40,0.302,3.302
24-05-12 12:00.55,0.303,3.303
24-05-12 12:01.10,0.325,3.303
24-05-12 12:01.25,0.309,3.304
24-05-12 12:01.40,0.311,3.304
24-05-12 12:01.55,0.296,3.304
24-05-12 12:02.10,0.316,3.305
24-05-12 12:02.25,0.305,3.305
24-05-12 12:02.40,0.308,3.306
24-05-12 12:02.55,0.315,3.307
24-05-12 12:03.10,0.315,3.307
24-05-12 12:03.25,0.292,3.307
24-05-12 12:03.40,0.309,3.307
24-05-12 12:03.55,0.321,3.299
24-05-12 12:04.10,0.337,3.296
24-05-12 12:04.25,0.358,3.295
24-05-12 12:04.40,0.366,3.294
24-05-12 12:04.55,0.349,3.293
24-05-12 12:05.10,0.353,3.292
24-05-12 12:05.25,0.373,3.292
24-05-12 12:05.40,0.368,3.292
24-05-12 12:05.55,0.366,3.292
24-05-12 12:06.10,0.365,3.292
24-05-12 12:06.25,0.364,3.292
24-05-12 12:06.40,0.354,3.301
24-05-12 12:06.55,0.321,3.305
24-05-12 12:07.10,0.347,3.3
24-05-12 12:07.25,0.344,3.302
24-05-12 12:07.40,0.339,3.305
24-05-12 12:07.55,0.327,3.308
24-05-12 12:08.10,0.319,3.308
24-05-12 12:08.25,0.315,3.309
24-05-12 12:08.40,0.333,3.31
24-05-12 12:08.55,0.327,3.311
24-05-12 12:09.10,0.327,3.312
24-05-12 12:09.25,0.315,3.312
24-05-12 12:09.40,0.329,3.313
24-05-12 12:09.55,0.313,3.313
24-05-12 12:10.10,0.348,3.305
24-05-12 12:10.25,0.34,3.303
24-05-12 12:10.40,0.326,3.302
24-05-12 12:10.55,0.349,3.301
24-05-12 12:11.10,0.352,3.301
24-05-12 12:11.25,0.345,3.3
24-05-12 12:11.40,0.359,3.3
24-05-12 12:11.55,0.355,3.299
24-05-12 12:12.10,0.358,3.298
24-05-12 12:12.25,0.349,3.297
24-05-12 12:12.40,0.358,3.297
24-05-12 12:12.55,0.345,3.297
24-05-12 12:13.10,0.362,3.296
24-05-12 12:13.25,0.365,3.296
24-05-12 12:13.40,0.349,3.296
24-05-12 12:13.55,0.371,3.295
24-05-12 12:14.10,0.368,3.295
24-05-12 12:14.25,0.373,3.295
24-05-12 12:14.40,0.371,3.296
24-05-12 12:14.55,0.36,3.301
24-05-12 12:15.10,0.346,3.308
24-05-12 12:15.25,0.349,3.31
24-05-12 12:15.40,0.353,3.308
24-05-12 12:15.55,0.342,3.306
24-05-12 12:16.09,0.347,3.308
24-05-12 12:16.24,0.324,3.312
24-05-12 12:16.39,0.325,3.313
24-05-12 12:16.54,0.331,3.314
24-05-12 12:17.09,0.34,3.314
24-05-12 12:17.24,0.329,3.315
24-05-12 12:17.39,0.332,3.316
24-05-12 12:17.54,0.325,3.316
24-05-12 12:18.09,0.32,3.316
24-05-12 12:18.24,0.314,3.317
24-05-12 12:18.39,0.302,3.317
24-05-12 12:18.54,0.325,3.317
24-05-12 12:19.09,0.313,3.318
24-05-12 12:19.24,0.33,3.318
24-05-12 12:19.39,0.307,3.319
24-05-12 12:19.54,0.316,3.319
24-05-12 12:20.09,0.308,3.32
24-05-12 12:20.24,0.32,3.321
24-05-12 12:20.39,0.309,3.321
24-05-12 12:20.54,0.31,3.321
24-05-12 12:21.09,0.304,3.321
24-05-12 12:21.24,0.302,3.322
24-05-12 12:21.39,0.313,3.322
24-05-12 12:21.54,0.307,3.322
24-05-12 12:22.09,0.315,3.323
24-05-12 12:22.24,0.334,3.323
24-05-12 12:22.39,0.315,3.324
24-05-12 12:22.54,0.316,3.324
24-05-12 12:23.09,0.314,3.324
24-05-12 12:23.24,0.309,3.325
24-05-12 12:23.39,0.311,3.326
24-05-12 12:23.54,0.312,3.326
24-05-12 12:24.09,0.317,3.326
24-05-12 12:24.24,0.302,3.327
24-05-12 12:24.39,0.312,3.327
24-05-12 12:24.54,0.311,3.328
24-05-12 12:25.09,0.315,3.328
24-05-12 12:25.24,0.313,3.329
24-05-12 12:25.39,0.322,3.329
24-05-12 12:25.54,0.304,3.329
24-05-12 12:26.09,0.302,3.33
24-05-12 12:26.24,0.312,3.33
24-05-12 12:26.39,0.312,3.331
24-05-12 12:26.54,0.299,3.331
24-05-12 12:27.09,0.318,3.331
24-05-12 12:27.24,0.314,3.332
24-05-12 12:27.39,0.318,3.333
24-05-12 12:27.54,0.312,3.333
24-05-12 12:28.09,0.316,3.334
24-05-12 12:28.24,0.313,3.334
24-05-12 12:28.39,0.293,3.334
24-05-12 12:28.54,0.327,3.335
24-05-12 12:29.09,0.31,3.335
24-05-12 12:29.24,0.316,3.335
24-05-12 12:29.39,0.292,3.336
24-05-12 12:29.54,0.3,3.336
24-05-12 12:30.09,0.304,3.337
24-05-12 12:30.24,0.305,3.337
24-05-12 12:30.39,0.306,3.337
24-05-12 12:30.54,0.327,3.338
24-05-12 12:31.09,0.318,3.338
24-05-12 12:31.24,0.314,3.338
24-05-12 12:31.39,0.295,3.339
24-05-12 12:31.54,0.29,3.339
24-05-12 12:32.09,0.301,3.34
24-05-12 12:32.24,0.315,3.341
24-05-12 12:32.39,0.319,3.341
24-05-12 12:32.54,0.323,3.341
24-05-12 12:33.09,0.301,3.342
24-05-12 12:33.24,0.307,3.342
24-05-12 12:33.39,0.315,3.342
24-05-12 12:33.54,0.318,3.343
24-05-12 12:34.09,0.3,3.343
24-05-12 12:34.24,0.312,3.343
24-05-12 12:34.39,0.312,3.344
24-05-12 12:34.54,0.311,3.344
24-05-12 12:35.09,0.302,3.344
24-05-12 12:35.24,0.307,3.344
24-05-12 12:35.39,0.307,3.345
24-05-12 12:35.54,0.311,3.345
24-05-12 12:36.09,0.299,3.346
24-05-12 12:36.24,0.315,3.346
24-05-12 12:36.39,0.304,3.346
24-05-12 12:36.54,0.308,3.347
24-05-12 12:37.09,0.309,3.347
24-05-12 12:37.24,0.317,3.347
24-05-12 12:37.39,0.313,3.348
24-05-12 12:37.54,0.326,3.348
24-05-12 12:38.09,0.31,3.348
24-05-12 12:38.24,0.302,3.349
24-05-12 12:38.38,0.313,3.349
24-05-12 12:38.53,0.325,3.35
24-05-12 12:39.08,0.305,3.35
24-05-12 12:39.23,0.305,3.35
24-05-12 12:39.38,0.313,3.35
24-05-12 12:39.53,0.312,3.351
24-05-12 12:40.08,0.317,3.351
24-05-12 12:40.23,0.308,3.352
24-05-12 12:40.38,0.332,3.352
24-05-12 12:40.53,0.307,3.352
24-05-12 12:41.08,0.328,3.352
24-05-12 12:41.23,0.311,3.353
24-05-12 12:41.38,0.322,3.353
24-05-12 12:41.53,0.309,3.353
24-05-12 12:42.08,0.312,3.354
24-05-12 12:42.23,0.317,3.354
24-05-12 12:42.38,0.312,3.354
24-05-12 12:42.53,0.311,3.354
24-05-12 12:43.08,0.324,3.355
24-05-12 12:43.23,0.312,3.355
24-05-12 12:43.38,0.317,3.355
24-05-12 12:43.53,0.302,3.356
24-05-12 12:44.08,0.322,3.356
24-05-12 12:44.23,0.308,3.356
24-05-12 12:44.38,0.299,3.356
24-05-12 12:44.53,0.328,3.357
24-05-12 12:45.08,0.313,3.357
24-05-12 12:45.23,0.32,3.357
24-05-12 12:45.38,0.309,3.357
24-05-12 12:45.53,0.324,3.358
24-05-12 12:46.08,0.328,3.358
24-05-12 12:46.23,0.317,3.358
24-05-12 12:46.38,0.297,3.359
24-05-12 12:46.53,0.316,3.359
24-05-12 12:47.08,0.311,3.359
24-05-12 12:47.23,0.296,3.359
24-05-12 12:47.38,0.321,3.36
24-05-12 12:47.53,0.305,3.36
24-05-12 12:48.08,0.323,3.36
24-05-12 12:48.23,0.33,3.361
24-05-12 12:48.38,0.322,3.361
24-05-12 12:48.53,0.313,3.361
24-05-12 12:49.08,0.314,3.361
24-05-12 12:49.23,0.315,3.362
24-05-12 12:49.38,0.321,3.362
24-05-12 12:49.53,0.314,3.362
24-05-12 12:50.08,0.319,3.362
24-05-12 12:50.23,0.326,3.363
24-05-12 12:50.38,0.325,3.363
24-05-12 12:50.53,0.32,3.364
24-05-12 12:51.08,0.312,3.364
24-05-12 12:51.23,0.309,3.364
24-05-12 12:51.38,0.301,3.364
24-05-12 12:51.53,0.306,3.365
24-05-12 12:52.08,0.311,3.365
24-05-12 12:52.23,0.314,3.365
24-05-12 12:52.38,0.316,3.366
24-05-12 12:52.53,0.305,3.366
24-05-12 12:53.08,0.321,3.366
24-05-12 12:53.23,0.331,3.366
24-05-12 12:53.38,0.301,3.367
24-05-12 12:53.53,0.311,3.367
24-05-12 12:54.08,0.334,3.367
24-05-12 12:54.23,0.321,3.367
24-05-12 12:54.38,0.332,3.368
24-05-12 12:54.53,0.329,3.368
24-05-12 12:55.08,0.306,3.368
24-05-12 12:55.23,0.324,3.368
24-05-12 12:55.38,0.324,3.368
24-05-12 12:55.53,0.309,3.369
24-05-12 12:56.08,0.317,3.369
24-05-12 12:56.23,0.305,3.369
24-05-12 12:56.38,0.306,3.37
24-05-12 12:56.53,0.3,3.37
24-05-12 12:57.08,0.326,3.37
24-05-12 12:57.23,0.322,3.37
24-05-12 12:57.38,0.318,3.371
24-05-12 12:57.53,0.321,3.371
24-05-12 12:58.08,0.327,3.371
24-05-12 12:58.23,0.332,3.371
24-05-12 12:58.38,0.316,3.371
24-05-12 12:58.53,0.326,3.371
24-05-12 12:59.08,0.307,3.372
24-05-12 12:59.23,0.339,3.37
24-05-12 12:59.38,0.328,3.371
24-05-12 12:59.53,0.316,3.372
24-05-12 13:00.08,0.338,3.372
24-05-12 13:00.22,0.325,3.372
24-05-12 13:00.37,0.306,3.373
24-05-12 13:00.52,0.33,3.373
24-05-12 13:01.07,0.332,3.373
24-05-12 13:01.22,0.321,3.374
24-05-12 13:01.37,0.306,3.374
24-05-12 13:01.52,0.327,3.374
24-05-12 13:02.07,0.315,3.374
24-05-12 13:02.22,0.316,3.374
24-05-12 13:02.37,0.327,3.375
24-05-12 13:02.52,0.318,3.375
24-05-12 13:03.07,0.315,3.375
24-05-12 13:03.22,0.317,3.375
24-05-12 13:03.37,0.314,3.375
24-05-12 13:03.52,0.332,3.375
24-05-12 13:04.07,0.327,3.376
24-05-12 13:04.22,0.329,3.376
24-05-12 13:04.37,0.317,3.376
24-05-12 13:04.52,0.314,3.376
24-05-12 13:05.07,0.313,3.377
24-05-12 13:05.22,0.33,3.377
24-05-12 13:05.37,0.345,3.377
24-05-12 13:05.52,0.326,3.378
24-05-12 13:06.07,0.332,3.377
24-05-12 13:06.22,0.313,3.378
24-05-12 13:06.37,0.334,3.378
24-05-12 13:06.52,0.322,3.378
24-05-12 13:07.07,0.32,3.378
24-05-12 13:07.22,0.308,3.378
24-05-12 13:07.37,0.317,3.379
24-05-12 13:07.52,0.328,3.379
24-05-12 13:08.07,0.326,3.379
24-05-12 13:08.22,0.318,3.379
24-05-12 13:08.37,0.341,3.379
24-05-12 13:08.52,0.313,3.379
24-05-12 13:09.07,0.306,3.38
24-05-12 13:09.22,0.311,3.38
24-05-12 13:09.37,0.327,3.38
24-05-12 13:09.52,0.333,3.38
24-05-12 13:10.07,0.338,3.38
24-05-12 13:10.22,0.316,3.381
24-05-12 13:10.37,0.337,3.381
24-05-12 13:10.52,0.34,3.381
24-05-12 13:11.07,0.322,3.381
24-05-12 13:11.22,0.325,3.381
24-05-12 13:11.37,0.331,3.381
24-05-12 13:11.52,0.32,3.381
24-05-12 13:12.07,0.323,3.381
24-05-12 13:12.22,0.309,3.381
24-05-12 13:12.37,0.309,3.382
24-05-12 13:12.52,0.326,3.382
24-05-12 13:13.07,0.342,3.382
24-05-12 13:13.22,0.337,3.382
24-05-12 13:13.37,0.32,3.382
24-05-12 13:13.52,0.329,3.383
24-05-12 13:14.07,0.325,3.382
24-05-12 13:14.22,0.326,3.383
24-05-12 13:14.37,0.323,3.383
24-05-12 13:14.52,0.33,3.383
24-05-12 13:15.07,0.316,3.383
24-05-12 13:15.22,0.322,3.383
24-05-12 13:15.37,0.329,3.384
24-05-12 13:15.52,0.334,3.384
24-05-12 13:16.07,0.318,3.384
24-05-12 13:16.22,0.313,3.384
24-05-12 13:16.37,0.331,3.384
24-05-12 13:16.52,0.334,3.384
24-05-12 13:17.07,0.348,3.384
24-05-12 13:17.22,0.324,3.385
24-05-12 13:17.37,0.335,3.384
24-05-12 13:17.52,0.329,3.384
24-05-12 13:18.07,0.313,3.384
24-05-12 13:18.22,0.328,3.385
24-05-12 13:18.37,0.305,3.385
24-05-12 13:18.52,0.317,3.385
24-05-12 13:19.07,0.349,3.385
24-05-12 13:19.22,0.332,3.386
24-05-12 13:19.37,0.314,3.386
24-05-12 13:19.52,0.328,3.386
24-05-12 13:20.07,0.327,3.386
24-05-12 13:20.22,0.309,3.386
24-05-12 13:20.37,0.332,3.386
24-05-12 13:20.52,0.303,3.386
24-05-12 13:21.07,0.33,3.387
24-05-12 13:21.22,0.325,3.387
24-05-12 13:21.37,0.324,3.387
24-05-12 13:21.52,0.327,3.387
24-05-12 13:22.07,0.333,3.387
24-05-12 13:22.22,0.342,3.387
24-05-12 13:22.36,0.308,3.388
24-05-12 13:22.51,0.327,3.388
24-05-12 13:23.06,0.318,3.388
24-05-12 13:23.21,0.323,3.388
24-05-12 13:23.36,0.34,3.388
24-05-12 13:23.51,0.326,3.389
24-05-12 13:24.06,0.321,3.388
24-05-12 13:24.21,0.313,3.388
24-05-12 13:24.36,0.318,3.389
24-05-12 13:24.51,0.324,3.389
24-05-12 13:25.06,0.315,3.389
24-05-12 13:25.21,0.314,3.39
24-05-12 13:25.36,0.313,3.39
24-05-12 13:25.51,0.314,3.39
24-05-12 13:26.06,0.322,3.39
24-05-12 13:26.21,0.3,3.39
24-05-12 13:26.36,0.332,3.39
24-05-12 13:26.51,0.31,3.39
24-05-12 13:27.06,0.336,3.39
24-05-12 13:27.21,0.317,3.39
24-05-12 13:27.36,0.321,3.391
24-05-12 13:27.51,0.306,3.391
24-05-12 13:28.06,0.313,3.391
24-05-12 13:28.21,0.313,3.391
24-05-12 13:28.36,0.33,3.391
24-05-12 13:28.51,0.313,3.391
24-05-12 13:29.06,0.33,3.391
24-05-12 13:29.21,0.329,3.391
24-05-12 13:29.36,0.337,3.392
24-05-12 13:29.51,0.334,3.392
24-05-12 13:30.06,0.349,3.392
24-05-12 13:30.21,0.322,3.392
24-05-12 13:30.36,0.31,3.392
24-05-12 13:30.51,0.319,3.392
24-05-12 13:31.06,0.339,3.392
24-05-12 13:31.21,0.328,3.392
24-05-12 13:31.36,0.332,3.392
24-05-12 13:31.51,0.333,3.392
24-05-12 13:32.06,0.341,3.393
24-05-12 13:32.21,0.345,3.393
24-05-12 13:32.36,0.336,3.393
24-05-12 13:32.51,0.332,3.393
24-05-12 13:33.06,0.347,3.393
24-05-12 13:33.21,0.342,3.393
24-05-12 13:33.36,0.345,3.393
24-05-12 13:33.51,0.338,3.393
24-05-12 13:34.06,0.342,3.393
24-05-12 13:34.21,0.336,3.394
24-05-12 13:34.36,0.336,3.394
24-05-12 13:34.51,0.334,3.394
24-05-12 13:35.06,0.346,3.394
24-05-12 13:35.21,0.332,3.394
24-05-12 13:35.36,0.342,3.394
24-05-12 13:35.51,0.325,3.394
24-05-12 13:36.06,0.336,3.394
24-05-12 13:36.21,0.329,3.395
24-05-12 13:36.36,0.336,3.394
24-05-12 13:36.51,0.337,3.394
24-05-12 13:37.06,0.327,3.394
24-05-12 13:37.21,0.358,3.394
24-05-12 13:37.36,0.331,3.395
24-05-12 13:37.51,0.341,3.395
24-05-12 13:38.06,0.349,3.395
24-05-12 13:38.21,0.347,3.395
24-05-12 13:38.36,0.338,3.395
24-05-12 13:38.51,0.348,3.395
24-05-12 13:39.06,0.337,3.395
24-05-12 13:39.21,0.344,3.395
24-05-12 13:39.36,0.336,3.395
24-05-12 13:39.51,0.344,3.395
24-05-12 13:40.06,0.351,3.395
24-05-12 13:40.21,0.359,3.395
24-05-12 13:40.36,0.348,3.396
24-05-12 13:40.51,0.342,3.396
24-05-12 13:41.06,0.338,3.396
24-05-12 13:41.21,0.348,3.396
24-05-12 13:41.36,0.328,3.396
24-05-12 13:41.51,0.336,3.396
24-05-12 13:42.06,0.322,3.396
24-05-12 13:42.21,0.341,3.396
24-05-12 13:42.36,0.335,3.396
24-05-12 13:42.51,0.338,3.396
24-05-12 13:43.06,0.337,3.396
24-05-12 13:43.21,0.355,3.396
24-05-12 13:43.36,0.344,3.396
24-05-12 13:43.51,0.342,3.396
24-05-12 13:44.06,0.372,3.397
24-05-12 13:44.21,0.351,3.396
24-05-12 13:44.35,0.359,3.396
24-05-12 13:44.50,0.367,3.396
24-05-12 13:45.05,0.343,3.397
24-05-12 13:45.20,0.348,3.397
24-05-12 13:45.35,0.344,3.397
24-05-12 13:45.50,0.36,3.397
24-05-12 13:46.05,0.332,3.397
24-05-12 13:46.20,0.331,3.396
24-05-12 13:46.35,0.344,3.397
24-05-12 13:46.50,0.351,3.397
24-05-12 13:47.05,0.34,3.397
24-05-12 13:47.20,0.352,3.397
24-05-12 13:47.35,0.337,3.397
24-05-12 13:47.50,0.352,3.397
24-05-12 13:48.05,0.36,3.397
24-05-12 13:48.20,0.363,3.397
24-05-12 13:48.35,0.354,3.397
